ID,EHR_kood,TaisAadress,Maakond,KOV,KOV_voi_LinnaOsa,Tänav_Hoone_Nr,Esmane_Kasutuselevotu_Aasta,Ajastu,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Maksimaalne_Korruste_Arv,Korterite arv trepikojas,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis
137,101024258,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kanepi tn 7",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kanepi tn 7,1959,1951-1960,8,10,36,2,2.0,0,2,1,12.8,13.0,11.5,26.0,270.0,547.7,161.6,386.1,tellis,4,0,,'kohtküte',0,1,0,0,0,1.0,E,290.9,61.0
139,101019047,"Harju maakond, Tallinn, Lasnamäe linnaosa, Pallasti tn 3/2",Harju maakond, Tallinn, Lasnamäe linnaosa, Pallasti tn 3/2,1900,...-1900,5,10,16,2,1.25,0,2,1,10.4,10.5,6.8,16.8,110.0,213.2,41.6,162.0,tellis,5,1,'plekk','kohtküte',1,0,0,0,1,0.0,F,2011.0,479.0
290,101040360,"Harju maakond, Tallinn, Kesklinna linnaosa, A. Weizenbergi tn 12a",Harju maakond, Tallinn, Kesklinna linnaosa, A. Weizenbergi tn 12a,1912,1911-1920,5,10,29,2,1.25,0,2,1,12.4,12.5,11.4,23.2,247.0,626.1,111.7,586.0,puit,4,0,'plekk','kohtküte',0,1,0,0,0,1.0,E,463.70000000000005,99.4
258,101040716,"Harju maakond, Tallinn, Kristiine linnaosa, Västriku tn 2c",Harju maakond, Tallinn, Kristiine linnaosa, Västriku tn 2c,1972,1971-1980,8,10,39,4,2.0,0,1,1,14.6,14.5,12.4,18.6,257.0,729.6,186.6,595.7,tellis,6,2,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,1,0,1.0,E,421.2,122.2
35,108029467,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 8",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 8,1969,1961-1970,8,10,36,2,2.0,0,2,1,12.8,13.0,13.0,49.8,270.0,585.9,205.8,380.1,tellis,6,4,'eterniit','kohtküte',0,1,0,0,0,0.0,E,275.0,82.0
221,101025776,"Harju maakond, Tallinn, Kesklinna linnaosa, Kodu tn 16",Harju maakond, Tallinn, Kesklinna linnaosa, Kodu tn 16,1949,1941-1950,5,10,20,3,1.6666666666666667,0,1,1,10.7,10.5,10.9,16.9,153.0,379.5,114.6,379.5,puit,6,2,'plekk','lokaalküte',0,1,0,0,0,1.0,B,366.9,64.8
58,114012132,"Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Ringtee tn 17",Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Ringtee tn 17,1983,1981-1990,8,10,44,2,2.0,0,2,1,8.2,8.0,,,391.0,920.3,169.0,580.4,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,1,0,1.0,E,0.0,0.0
52,114012134,"Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Ringtee tn 9",Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Ringtee tn 9,1977,1971-1980,8,10,44,2,2.0,0,2,1,6.5,6.5,12.3,35.6,393.0,941.6,220.6,632.8,suurplokk,12,8,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,1,1.0,E,496.5,94.8
36,116002028,"Harju maakond, Harku vald, Harkujärve küla, Loodjärve tee 11",Harju maakond, Harku vald, Harkujärve küla, Loodjärve tee 11,1988,1981-1990,8,10,34,2,2.0,0,2,1,8.2,8.0,11.7,33.1,374.0,785.0,235.4,785.0,suurplokk,12,8,'plekk',"'kohtküte', 'kaugküte'",0,1,0,1,0,0.0,D,401.0,105.0
132,116017120,"Harju maakond, Raasiku vald, Aruküla alevik, Põllu tn 1",Harju maakond, Raasiku vald, Aruküla alevik, Põllu tn 1,1976,1971-1980,8,10,44,2,2.0,0,2,1,7.6,7.5,14.5,35.1,397.0,949.0,357.4,652.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kohtküte',1,0,0,0,0,1.0,E,887.3,314.7
354,101006203,"Harju maakond, Tallinn, Nõmme linnaosa, Läänekaare tn 40",Harju maakond, Tallinn, Nõmme linnaosa, Läänekaare tn 40,1926,1921-1930,7,10,31,2,1.75,0,2,1,8.4,8.5,9.1,24.1,207.0,323.2,60.8,262.4,puit,13,11,"'muu', 'plekk'","'kohtküte', 'lokaalküte'",0,1,0,0,0,1.0,G,219.5,46.2
133,116017121,"Harju maakond, Raasiku vald, Aruküla alevik, Põllu tn 3",Harju maakond, Raasiku vald, Aruküla alevik, Põllu tn 3,1976,1971-1980,8,10,44,2,2.0,0,2,1,7.6,7.5,14.5,35.1,397.0,945.3,357.7,652.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,1.0,D,455.0,109.7
125,101019354,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kaera tn 5",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kaera tn 5,1957,1951-1960,8,10,34,2,4.0,0,1,0,11.0,11.0,12.0,18.0,253.0,432.7,29.7,432.7,puit,4,0,'eterniit','kohtküte',0,1,0,0,0,1.0,D,308.5,45.2
174,101019976,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Nisu tn 1",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Nisu tn 1,1943,1941-1950,8,10,36,2,4.0,0,1,1,10.5,10.5,11.3,24.3,255.0,596.3,205.6,390.7,puit,4,0,'bituumen või  PVC  plaat või rullmaterjal','kohtküte',0,1,0,0,0,1.0,E,297.2,61.8
261,108013708,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Põllu tn 5",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Põllu tn 5,1967,1961-1970,8,10,34,2,4.0,0,1,0,10.7,10.5,15.7,19.5,307.6,430.0,19.8,430.0,tellis,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kohtküte',0,1,0,0,0,1.0,E,269.5,75.5
40,113024761,"Võru maakond, Võru linn, Lille tn 12",Võru maakond, Võru linn, Võru linn, Lille tn 12,1954,1951-1960,8,10,34,2,4.0,0,1,0,10.8,11.0,13.8,18.1,282.0,400.4,23.6,400.4,puit,4,0,'plekk','lokaalküte',0,1,0,0,0,1.0,C,249.1,53.4
338,101014578,"Harju maakond, Tallinn, Kesklinna linnaosa, E. Viiralti tn 3/1",Harju maakond, Tallinn, Kesklinna linnaosa, E. Viiralti tn 3/1,1926,1921-1930,10,10,68,5,2.0,0,1,1,23.3,23.5,,,246.0,1079.2,263.9,833.3,tellis,4,0,'katusekivi','lokaalküte',0,1,0,0,0,1.0,E,536.0,197.6
273,104030532,"Tartu maakond, Tartu linn, Tartu linn, Taara pst 4",Tartu maakond, Tartu linn, Tartu linn, Taara pst 4,1958,1951-1960,11,10,46,3,3.6666666666666665,0,1,1,12.5,12.5,,,314.0,778.6,45.0,612.9,tellis,4,0,'plekk','kohtküte',0,1,0,0,0,1.0,G,1739.1,500.1
185,101021938,"Harju maakond, Tallinn, Kesklinna linnaosa, Vesivärava tn 28a",Harju maakond, Tallinn, Kesklinna linnaosa, Vesivärava tn 28a,1927,1921-1930,12,10,55,3,2.0,0,2,1,12.4,12.5,13.0,25.2,331.0,985.3,298.8,755.2,puit,4,0,'plekk',"'kohtküte', 'lokaalküte'",0,1,0,0,0,1.0,C,813.0,319.0
320,102013224,"Ida-Viru maakond, Lüganuse vald, Lüganuse alevik, Papli tn 4",Ida-Viru maakond, Lüganuse vald, Lüganuse alevik, Papli tn 4,1981,1981-1990,12,10,58,2,2.0,0,3,1,10.0,10.0,10.0,48.0,476.0,1077.8,55.2,826.0,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,,D,451.0,127.8
342,103019827,"Pärnu maakond, Tori vald, Sauga alevik, Lepalinnu tn 6",Pärnu maakond, Tori vald, Sauga alevik, Lepalinnu tn 6,1983,1981-1990,12,10,60,3,2.0,0,2,1,12.0,12.0,11.6,35.0,350.0,1001.5,284.8,796.0,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,D,537.0,150.0
128,103019828,"Pärnu maakond, Tori vald, Sauga alevik, Kuldnoka tn 2",Pärnu maakond, Tori vald, Sauga alevik, Kuldnoka tn 2,1984,1981-1990,12,10,55,2,2.0,0,3,1,9.2,9.0,11.7,52.4,569.0,1192.9,439.3,810.7,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0.0,C,522.3,126.7
29,104032610,"Tartu maakond, Elva vald, Elva linn, Õuna tn 5",Tartu maakond, Elva vald, Elva linn, Õuna tn 5,1978,1971-1980,12,10,60,3,2.0,0,2,1,10.0,10.0,,,329.0,1029.4,138.7,788.0,väikeplokk,4,0,'muu','kaugküte',1,0,0,0,0,0.0,D,867.0,280.0
37,104035907,"Tartu maakond, Tartu linn, Haage küla, Võilille tee 11",Tartu maakond, Tartu linn, Haage küla, Võilille tee 11,1989,1981-1990,12,10,63,3,2.0,0,2,1,10.3,10.5,11.7,34.2,423.0,1203.7,302.2,959.3,suurplokk,4,0,'plekk',"'lokaalküte', 'kohtküte'",0,1,0,1,0,0.0,B,705.6,119.5
64,105009991,"Lääne maakond, Haapsalu linn, Uuemõisa alevik, Kaare tn 17/2",Lääne maakond, Haapsalu linn, Uuemõisa alevik, Kaare tn 17/2,1988,1981-1990,12,10,60,3,2.0,0,2,1,11.7,11.5,14.0,35.0,499.0,1250.1,169.7,967.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,1.0,C,566.3,144.0
75,105010008,"Lääne maakond, Haapsalu linn, Uuemõisa alevik, Haudejaama tee 26/1",Lääne maakond, Haapsalu linn, Uuemõisa alevik, Haudejaama tee 26/1,1987,1981-1990,12,10,52,3,2.0,0,2,1,10.7,10.5,11.4,33.1,374.0,986.5,167.8,705.6,suurplokk,4,0,'plekk','kaugküte',0,1,0,1,0,0.0,C,536.0,197.6
341,105011077,"Lääne maakond, Lääne-Nigula vald, Risti alevik, Sireli tn 7",Lääne maakond, Lääne-Nigula vald, Risti alevik, Sireli tn 7,1987,1981-1990,12,10,51,3,2.0,0,2,1,13.1,13.0,11.8,32.7,365.0,1080.0,391.4,799.2,suurplokk,4,0,'info puudub','lokaalküte',0,1,0,1,0,0.0,D,680.8,122.4
110,107007327,"Järva maakond, Paide linn, Paide linn, Aasa tn 7",Järva maakond, Paide linn, Paide linn, Aasa tn 7,1977,1971-1980,12,10,60,3,2.0,0,2,1,8.7,8.5,9.2,35.0,294.0,875.3,250.4,701.8,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'kohtküte'",0,1,0,0,0,0.0,C,655.2,81.2
262,108011788,"Lääne-Viru maakond, Rakvere linn, Rohuaia tn 18",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Rohuaia tn 18,1974,1971-1980,12,10,60,3,2.0,0,2,1,11.4,11.5,10.1,33.9,285.0,859.3,250.5,689.8,tellis,14,10,'eterniit','kaugküte',0,1,0,0,0,1.0,B,492.0,132.0
169,108013712,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Põllu tn 9",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Põllu tn 9,1968,1961-1970,12,10,52,3,2.0,0,2,1,12.6,12.5,9.5,34.2,309.5,845.3,234.7,845.3,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,0.0,C,465.0,137.0
146,108021180,"Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 6",Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 6,1986,1981-1990,12,10,64,3,2.0,0,2,1,11.5,11.5,11.7,38.7,414.0,1150.8,313.2,861.8,väikeplokk,10,6,'eterniit','kaugküte',0,1,0,1,0,0.0,C,609.9,125.9
147,108021181,"Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 8",Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 8,1986,1981-1990,12,10,64,3,2.0,0,2,1,11.0,11.0,,,383.0,1144.7,210.1,854.7,suurplokk,10,6,,'kaugküte',0,1,0,1,0,0.0,C,655.8,125.9
161,108036121,"Lääne-Viru maakond, Vinni vald, Roela alevik, Veskikaare tn 6",Lääne-Viru maakond, Vinni vald, Roela alevik, Veskikaare tn 6,1972,1971-1980,12,10,48,2,2.0,0,3,1,9.7,9.5,11.0,38.4,397.0,840.8,162.2,573.0,suurplokk,10,6,'plaatmaterjal (seal hulgas tsementkiudplaat)','kohtküte',0,1,0,0,0,1.0,D,385.5,125.3
142,109002132,"Rapla maakond, Rapla vald, Kuimetsa küla, Vahastu tee 19",Rapla maakond, Rapla vald, Kuimetsa küla, Vahastu tee 19,1987,1981-1990,12,10,52,3,2.0,0,2,1,12.6,12.5,11.7,33.2,342.0,987.3,271.7,715.6,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)',"'kohtküte', 'lokaalküte'",0,1,0,0,0,0.0,D,1114.0,420.0
187,110010061,"Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 6",Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 6,1992,1991-2000,12,10,66,3,2.0,0,2,1,11.8,12.0,,,552.0,1349.5,349.0,1083.0,suurplokk,12,8,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,1,0,1.0,D,673.0,157.1
182,111028077,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 32",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 32,1965,1961-1970,12,10,47,2,2.0,0,3,1,8.6,8.5,11.1,38.2,354.0,796.0,303.6,552.0,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,1.0,C,547.5,113.0
70,111030479,"Valga maakond, Tõrva vald, Helme alevik, Vahe tn 5",Valga maakond, Tõrva vald, Helme alevik, Vahe tn 5,1983,1981-1990,12,10,51,3,2.0,0,2,1,10.6,10.5,9.9,33.7,329.0,1003.8,290.3,797.5,suurplokk,4,0,'plekk','kaugküte',0,1,0,0,0,0.0,D,547.0,154.0
160,111034428,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68a",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68a,1970,1961-1970,12,10,60,3,2.0,0,2,1,10.2,10.0,9.2,33.5,290.0,902.2,289.7,702.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,B,655.2,132.1
243,104041185,"Tartu maakond, Tartu linn, Tartu linn, Taara pst 6",Tartu maakond, Tartu linn, Tartu linn, Taara pst 6,1939,1931-1940,6,10,40,3,2.0,0,1,1,11.0,11.0,17.0,23.2,334.0,1024.3,345.7,776.7,puit,6,2,'plekk',"'lokaalküte', 'kohtküte'",0,1,0,0,1,1.0,C,579.0,129.9
172,111034780,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68,1971,1971-1980,12,10,60,3,2.0,0,2,1,12.0,12.0,,,289.0,929.6,311.4,713.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,517.0,158.0
375,111037730,"Valga maakond, Otepää vald, Puka alevik, Ääre tn 4",Valga maakond, Otepää vald, Puka alevik, Ääre tn 4,1985,1981-1990,12,10,60,3,2.0,0,2,1,12.0,12.0,10.1,33.3,332.0,1021.8,301.9,758.0,suurplokk,4,0,'muu','lokaalküte',0,1,0,0,0,0.0,C,575.0,94.1
167,112008453,"Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Välja tn 8",Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Välja tn 8,1999,1991-2000,12,10,64,2,2.0,0,3,1,8.3,8.5,,,585.0,1317.3,475.1,871.1,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,1,1.0,E,566.4,141.20000000000002
60,114001636,"Jõgeva maakond, Jõgeva vald, Siimusti alevik, Metsa tn 4",Jõgeva maakond, Jõgeva vald, Siimusti alevik, Metsa tn 4,1969,1961-1970,12,10,48,2,2.0,0,3,1,8.3,8.5,11.2,37.0,369.0,826.3,313.6,550.9,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,0.0,,0.0,0.0
59,114015743,"Jõgeva maakond, Jõgeva vald, Sadala alevik, Kesk tn 6",Jõgeva maakond, Jõgeva vald, Sadala alevik, Kesk tn 6,1982,1981-1990,12,10,64,3,2.0,0,2,1,12.0,12.0,,,462.0,1179.1,59.2,940.6,suurplokk,4,0,'eterniit','kaugküte',0,1,0,1,0,0.0,E,623.0,180.0
34,116008647,"Harju maakond, Kose vald, Kose-Uuemõisa alevik, Kase tn 8",Harju maakond, Kose vald, Kose-Uuemõisa alevik, Kase tn 8,1968,1961-1970,12,10,60,3,2.0,0,2,1,10.6,10.5,,,288.0,863.3,249.9,613.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,E,608.0,143.0
179,116009220,"Harju maakond, Kose vald, Kose alevik, Kodu tn 28",Harju maakond, Kose vald, Kose alevik, Kodu tn 28,1992,1991-2000,12,10,52,3,2.0,0,2,1,12.2,12.0,11.7,33.1,387.0,1107.3,399.7,822.0,suurplokk,4,0,'plekk',"'kaugküte', 'lokaalküte'",0,1,0,1,0,0.0,B,677.8,189.29000000000002
3,116031922,"Harju maakond, Keila linn, Jõe tn 66a",Harju maakond, Keila linn, Keila linn, Jõe tn 66a,1971,1971-1980,12,10,54,2,2.0,0,3,1,7.0,7.0,9.0,46.0,390.0,852.8,324.0,613.0,tellis,10,6,'eterniit','kohtküte',1,0,0,0,0,0.0,E,435.7,142.5
274,116033546,"Harju maakond, Kose vald, Oru küla, Männimäe vkt 9",Harju maakond, Kose vald, Oru küla, Männimäe vkt 9,1987,1981-1990,12,10,64,3,2.0,0,2,1,11.2,11.0,,,490.0,1251.8,405.2,846.6,suurplokk,4,0,'plekk',"'kaugküte', 'lokaalküte'",0,1,0,1,0,0.0,B,714.0,113.6
13,116033588,"Harju maakond, Saue vald, Saue linn, Pärnasalu tn 32",Harju maakond, Saue vald, Saue linn, Pärnasalu tn 32,1967,1961-1970,12,10,60,3,2.0,0,2,1,10.5,10.5,,,295.0,902.9,294.1,681.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,D,656.0,133.0
135,116033602,"Harju maakond, Saue vald, Valingu küla, Puiestee tee 4",Harju maakond, Saue vald, Valingu küla, Puiestee tee 4,1973,1971-1980,12,10,48,2,2.0,0,3,1,8.5,8.5,9.9,38.4,452.0,854.5,339.1,597.0,tellis,4,0,'plekk','lokaalküte',0,1,0,0,0,1.0,C,417.5,101.0
74,116038041,"Harju maakond, Harku vald, Vääna küla, Tiigi tee 8",Harju maakond, Harku vald, Vääna küla, Tiigi tee 8,1988,1981-1990,12,10,58,2,2.0,0,3,1,8.2,8.0,10.1,48.3,508.0,1024.1,342.7,998.8,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,0.0,A,633.1,93.4
180,116039029,"Harju maakond, Kose vald, Kose alevik, Kodu tn 30",Harju maakond, Kose vald, Kose alevik, Kodu tn 30,1992,1991-2000,12,10,52,3,2.0,0,2,1,12.2,12.0,11.7,33.1,387.0,1122.0,376.6,860.0,suurplokk,4,0,'plekk',"'lokaalküte', 'kaugküte'",0,1,0,1,0,0.0,B,650.0,122.1
57,104036387,"Tartu maakond, Tartu linn, Rahinge küla, Ilmatsalu tee 37",Tartu maakond, Tartu linn, Rahinge küla, Ilmatsalu tee 37,1968,1961-1970,12,10,48,2,3.0,0,2,1,7.8,8.0,11.9,34.5,361.0,846.6,321.0,568.4,tellis,4,0,'eterniit','kohtküte',0,1,0,0,0,0.0,A,422.2,129.4
212,104040670,"Tartu maakond, Tartu linn, Tartu linn, Narva mnt 153",Tartu maakond, Tartu linn, Tartu linn, Narva mnt 153,1935,1931-1940,12,10,50,2,3.0,0,2,1,11.3,11.5,17.3,31.3,466.5,743.3,130.7,678.1,tellis,12,8,'plekk','kaugküte',0,1,0,0,0,1.0,C,1165.0,504.8
0,116006512,"Harju maakond, Keila linn, Paldiski mnt 28c",Harju maakond, Keila linn, Keila linn, Paldiski mnt 28c,1967,1961-1970,12,10,48,2,3.0,0,2,1,9.0,9.0,12.0,31.0,329.0,592.8,124.2,468.6,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,F,0.0,0.0
45,116021094,"Harju maakond, Saue vald, Laagri alevik, Kuuse tn 33",Harju maakond, Saue vald, Laagri alevik, Kuuse tn 33,1969,1961-1970,12,10,48,2,3.0,0,2,1,7.4,7.5,11.0,33.6,358.0,833.9,309.3,560.5,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,E,0.0,0.0
99,101004691,"Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7b",Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7b,1970,1961-1970,12,10,51,3,4.0,0,1,1,10.8,11.0,,,224.0,691.4,193.5,552.8,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,D,422.2,129.4
297,101011460,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Söödi tn 5",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Söödi tn 5,1938,1931-1940,12,10,57,3,4.0,0,1,1,12.3,12.5,,,278.0,836.5,237.5,641.0,tellis,4,0,'plekk','lokaalküte',0,1,0,0,0,1.0,D,2141.0,754.0
97,104025259,"Tartu maakond, Tartu linn, Tartu linn, Õpetaja tn 2",Tartu maakond, Tartu linn, Tartu linn, Õpetaja tn 2,1959,1951-1960,12,10,51,3,4.0,0,1,1,11.7,11.5,,,305.0,731.8,92.2,684.2,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,D,490.0,110.2
118,108010937,"Lääne-Viru maakond, Rakvere linn, F. R. Kreutzwaldi tn 13",Lääne-Viru maakond, Rakvere linn, Rakvere linn, F. R. Kreutzwaldi tn 13,1957,1951-1960,12,10,51,3,4.0,0,1,1,10.8,11.0,14.1,22.2,331.0,878.4,240.1,638.3,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,1.0,D,479.0,118.0
373,116002370,"Harju maakond, Harku vald, Türisalu küla, Joakaare tee 1",Harju maakond, Harku vald, Türisalu küla, Joakaare tee 1,1979,1971-1980,13,10,61,3,2.1666666666666665,0,2,1,12.5,12.5,12.5,33.6,349.2,1048.6,328.5,793.3,tellis,4,0,"'eterniit', 'plekk'",'kaugküte',0,1,0,0,0,0.0,C,672.0,146.0
228,104029072,"Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 1",Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 1,1988,1981-1990,15,20,61,3,1.6666666666666667,0,3,1,9.7,9.5,11.3,55.3,547.0,1207.3,264.9,942.4,suurplokk,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,1021.4,151.1
224,104032407,"Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 11",Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 11,1990,1981-1990,15,20,76,3,1.6666666666666667,0,3,1,9.5,9.5,54.9,10.3,542.0,1459.1,517.3,1069.0,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,787.0,184.0
105,116009227,"Harju maakond, Kose vald, Kose alevik, Kodu tn 1a",Harju maakond, Kose vald, Kose alevik, Kodu tn 1a,1974,1971-1980,15,20,66,3,2.5,0,2,1,11.1,11.0,11.3,33.3,376.3,1330.0,316.7,877.9,suurplokk,4,0,'plekk',"'kaugküte', 'kohtküte'",0,1,0,0,0,0.0,B,574.8,137.4
106,116009228,"Harju maakond, Kose vald, Kose alevik, Kodu tn 1b",Harju maakond, Kose vald, Kose alevik, Kodu tn 1b,1974,1971-1980,15,20,66,3,2.5,0,2,1,11.1,11.0,11.3,33.3,376.3,1330.0,316.7,877.9,suurplokk,4,0,'plekk',"'kohtküte', 'kaugküte'",0,1,0,0,0,0.0,A,574.8,137.4
66,116031612,"Harju maakond, Keila linn, Niidu tn 3",Harju maakond, Keila linn, Keila linn, Niidu tn 3,1985,1981-1990,15,20,68,3,2.5,0,2,1,12.5,12.5,15.5,32.0,411.0,1200.4,355.9,916.5,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,1,0,0.0,,0.0,0.0
80,108012129,"Lääne-Viru maakond, Rakvere linn, Seminari tn 11",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Seminari tn 11,1983,1981-1990,15,20,80,5,3.0,0,1,1,17.5,17.5,18.8,22.3,330.6,1309.5,272.8,1309.5,tellis,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1.0,C,1105.0,181.0
257,109017218,"Rapla maakond, Rapla vald, Rapla linn, Männi tn 1",Rapla maakond, Rapla vald, Rapla linn, Männi tn 1,1990,1981-1990,15,20,79,5,3.0,0,1,0,17.5,17.5,,,228.0,1316.6,315.4,1122.0,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,C,1010.0,155.0
390,108021392,"Lääne-Viru maakond, Vinni vald, Pajusti alevik, Linnu tn 7",Lääne-Viru maakond, Vinni vald, Pajusti alevik, Linnu tn 7,1975,1971-1980,16,20,80,2,2.0,0,4,1,8.5,8.5,10.0,66.7,664.6,1553.6,105.6,1047.1,väikeplokk,4,0,"'plaatmaterjal (seal hulgas tsementkiudplaat)', 'plekk'","'kaugküte', 'lokaalküte'",0,1,0,0,0,0.0,C,578.0,188.0
215,116032011,"Harju maakond, Keila linn, Piiri tn 3",Harju maakond, Keila linn, Keila linn, Piiri tn 3,1970,1961-1970,16,20,79,4,2.0,0,2,1,14.8,15.0,,,290.0,1105.7,293.5,862.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,E,0.0,0.0
69,101023187,"Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 548",Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 548,1965,1961-1970,16,20,67,2,4.0,0,2,1,7.3,7.5,12.2,39.6,465.0,1197.2,446.9,776.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,1,1.0,A,1350.0,576.0
107,101026187,"Harju maakond, Tallinn, Kristiine linnaosa, Tedre tn 10",Harju maakond, Tallinn, Kristiine linnaosa, Tedre tn 10,1968,1961-1970,16,20,70,3,5.333333333333333,0,1,1,13.1,13.0,13.7,38.7,595.3,1517.5,233.4,1495.1,tellis,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,0,0,1.0,B,866.8,197.5
